Ashley Lab	US/CA/Stanford				
Date	heart		calories		steps
		7/28/2016 6:07:00	0.9057000279	7/28/2016 6:07:00	0
		7/28/2016 6:08:00	0.9057000279	7/28/2016 6:08:00	0
		7/28/2016 6:09:00	0.9057000279	7/28/2016 6:09:00	0
		7/28/2016 6:10:00	0.9057000279	7/28/2016 6:10:00	0
		7/28/2016 6:11:00	0.9057000279	7/28/2016 6:11:00	0
		7/28/2016 6:12:00	0.9057000279	7/28/2016 6:12:00	0
		7/28/2016 6:13:00	0.9057000279	7/28/2016 6:13:00	0
		7/28/2016 6:14:00	0.9057000279	7/28/2016 6:14:00	0
		7/28/2016 6:15:00	0.9057000279	7/28/2016 6:15:00	0
		7/28/2016 6:16:00	0.9057000279	7/28/2016 6:16:00	0
		7/28/2016 6:17:00	0.9057000279	7/28/2016 6:17:00	0
		7/28/2016 6:18:00	0.9057000279	7/28/2016 6:18:00	0
		7/28/2016 6:19:00	0.9057000279	7/28/2016 6:19:00	0
		7/28/2016 6:20:00	0.9057000279	7/28/2016 6:20:00	0
		7/28/2016 6:21:00	0.9057000279	7/28/2016 6:21:00	0
		7/28/2016 6:22:00	0.9057000279	7/28/2016 6:22:00	0
		7/28/2016 6:23:00	0.9057000279	7/28/2016 6:23:00	0
		7/28/2016 6:24:00	0.9057000279	7/28/2016 6:24:00	0
		7/28/2016 6:25:00	0.9057000279	7/28/2016 6:25:00	0
		7/28/2016 6:26:00	0.9057000279	7/28/2016 6:26:00	0
		7/28/2016 6:27:00	0.9057000279	7/28/2016 6:27:00	0
		7/28/2016 6:28:00	0.9057000279	7/28/2016 6:28:00	0
		7/28/2016 6:29:00	0.9057000279	7/28/2016 6:29:00	0
		7/28/2016 6:30:00	0.9057000279	7/28/2016 6:30:00	0
		7/28/2016 6:31:00	0.9057000279	7/28/2016 6:31:00	0
		7/28/2016 6:32:00	0.9057000279	7/28/2016 6:32:00	0
		7/28/2016 6:33:00	0.9057000279	7/28/2016 6:33:00	0
		7/28/2016 6:34:00	0.9057000279	7/28/2016 6:34:00	0
		7/28/2016 6:35:00	0.9057000279	7/28/2016 6:35:00	0
		7/28/2016 6:36:00	0.9057000279	7/28/2016 6:36:00	0
		7/28/2016 6:37:00	0.9057000279	7/28/2016 6:37:00	0
		7/28/2016 6:38:00	0.9057000279	7/28/2016 6:38:00	0
		7/28/2016 6:39:00	0.9057000279	7/28/2016 6:39:00	0
		7/28/2016 6:40:00	0.9057000279	7/28/2016 6:40:00	0
		7/28/2016 6:41:00	0.9057000279	7/28/2016 6:41:00	0
		7/28/2016 6:42:00	0.9057000279	7/28/2016 6:42:00	0
		7/28/2016 6:43:00	0.9057000279	7/28/2016 6:43:00	0
		7/28/2016 6:44:00	0.9057000279	7/28/2016 6:44:00	0
		7/28/2016 6:45:00	0.9057000279	7/28/2016 6:45:00	0
		7/28/2016 6:46:00	0.9057000279	7/28/2016 6:46:00	0
		7/28/2016 6:47:00	0.9057000279	7/28/2016 6:47:00	0
		7/28/2016 6:48:00	0.9057000279	7/28/2016 6:48:00	0
		7/28/2016 6:49:00	0.9057000279	7/28/2016 6:49:00	0
		7/28/2016 6:50:00	0.9057000279	7/28/2016 6:50:00	0
		7/28/2016 6:51:00	0.9057000279	7/28/2016 6:51:00	0
		7/28/2016 6:52:00	0.9057000279	7/28/2016 6:52:00	0
		7/28/2016 6:53:00	0.9057000279	7/28/2016 6:53:00	0
		7/28/2016 6:54:00	0.9057000279	7/28/2016 6:54:00	0
		7/28/2016 6:55:00	0.9057000279	7/28/2016 6:55:00	0
		7/28/2016 6:56:00	0.9057000279	7/28/2016 6:56:00	0
		7/28/2016 6:57:00	0.9057000279	7/28/2016 6:57:00	0
		7/28/2016 6:58:00	0.9057000279	7/28/2016 6:58:00	0
		7/28/2016 6:59:00	0.9057000279	7/28/2016 6:59:00	0
		7/28/2016 7:00:00	0.9057000279	7/28/2016 7:00:00	0
		7/28/2016 7:01:00	0.9057000279	7/28/2016 7:01:00	0
		7/28/2016 7:02:00	0.9057000279	7/28/2016 7:02:00	0
		7/28/2016 7:03:00	0.9057000279	7/28/2016 7:03:00	0
		7/28/2016 7:04:00	0.9057000279	7/28/2016 7:04:00	0
		7/28/2016 7:05:00	0.9057000279	7/28/2016 7:05:00	0
		7/28/2016 7:06:00	0.9057000279	7/28/2016 7:06:00	0
		7/28/2016 7:07:00	0.9057000279	7/28/2016 7:07:00	0
		7/28/2016 7:08:00	0.9057000279	7/28/2016 7:08:00	0
		7/28/2016 7:09:00	0.9057000279	7/28/2016 7:09:00	0
		7/28/2016 7:10:00	0.9057000279	7/28/2016 7:10:00	0
		7/28/2016 7:11:00	0.9057000279	7/28/2016 7:11:00	0
		7/28/2016 7:12:00	0.9057000279	7/28/2016 7:12:00	0
		7/28/2016 7:13:00	0.9057000279	7/28/2016 7:13:00	0
		7/28/2016 7:14:00	0.9057000279	7/28/2016 7:14:00	0
		7/28/2016 7:15:00	0.9057000279	7/28/2016 7:15:00	0
		7/28/2016 7:16:00	0.9057000279	7/28/2016 7:16:00	0
		7/28/2016 7:17:00	0.9057000279	7/28/2016 7:17:00	0
		7/28/2016 7:18:00	0.9057000279	7/28/2016 7:18:00	0
		7/28/2016 7:19:00	0.9057000279	7/28/2016 7:19:00	0
		7/28/2016 7:20:00	0.9057000279	7/28/2016 7:20:00	0
		7/28/2016 7:21:00	0.9057000279	7/28/2016 7:21:00	0
		7/28/2016 7:22:00	0.9057000279	7/28/2016 7:22:00	0
		7/28/2016 7:23:00	0.9057000279	7/28/2016 7:23:00	0
		7/28/2016 7:24:00	0.9057000279	7/28/2016 7:24:00	0
		7/28/2016 7:25:00	0.9057000279	7/28/2016 7:25:00	0
		7/28/2016 7:26:00	0.9057000279	7/28/2016 7:26:00	0
		7/28/2016 7:27:00	0.9057000279	7/28/2016 7:27:00	0
		7/28/2016 7:28:00	0.9057000279	7/28/2016 7:28:00	0
		7/28/2016 7:29:00	0.9057000279	7/28/2016 7:29:00	0
		7/28/2016 7:30:00	0.9057000279	7/28/2016 7:30:00	0
		7/28/2016 7:31:00	0.9057000279	7/28/2016 7:31:00	0
		7/28/2016 7:32:00	0.9057000279	7/28/2016 7:32:00	0
		7/28/2016 7:33:00	0.9057000279	7/28/2016 7:33:00	0
		7/28/2016 7:34:00	0.9057000279	7/28/2016 7:34:00	0
		7/28/2016 7:35:00	0.9057000279	7/28/2016 7:35:00	0
		7/28/2016 7:36:00	0.9057000279	7/28/2016 7:36:00	0
		7/28/2016 7:37:00	0.9057000279	7/28/2016 7:37:00	0
		7/28/2016 7:38:00	0.9057000279	7/28/2016 7:38:00	0
		7/28/2016 7:39:00	0.9057000279	7/28/2016 7:39:00	0
		7/28/2016 7:40:00	0.9057000279	7/28/2016 7:40:00	0
		7/28/2016 7:41:00	0.9057000279	7/28/2016 7:41:00	0
		7/28/2016 7:42:00	0.9057000279	7/28/2016 7:42:00	0
		7/28/2016 7:43:00	0.9057000279	7/28/2016 7:43:00	0
		7/28/2016 7:44:00	0.9057000279	7/28/2016 7:44:00	0
		7/28/2016 7:45:00	0.9057000279	7/28/2016 7:45:00	0
		7/28/2016 7:46:00	0.9057000279	7/28/2016 7:46:00	0
		7/28/2016 7:47:00	0.9057000279	7/28/2016 7:47:00	0
		7/28/2016 7:48:00	0.9057000279	7/28/2016 7:48:00	0
		7/28/2016 7:49:00	0.9057000279	7/28/2016 7:49:00	0
		7/28/2016 7:50:00	0.9057000279	7/28/2016 7:50:00	0
		7/28/2016 7:51:00	0.9057000279	7/28/2016 7:51:00	0
		7/28/2016 7:52:00	0.9057000279	7/28/2016 7:52:00	0
		7/28/2016 7:53:00	0.9057000279	7/28/2016 7:53:00	0
		7/28/2016 7:54:00	0.9057000279	7/28/2016 7:54:00	0
		7/28/2016 7:55:00	0.9057000279	7/28/2016 7:55:00	0
		7/28/2016 7:56:00	0.9057000279	7/28/2016 7:56:00	0
		7/28/2016 7:57:00	0.9057000279	7/28/2016 7:57:00	0
		7/28/2016 7:58:00	0.9057000279	7/28/2016 7:58:00	0
		7/28/2016 7:59:00	0.9057000279	7/28/2016 7:59:00	0
		7/28/2016 8:00:00	0.9057000279	7/28/2016 8:00:00	0
		7/28/2016 8:01:00	0.9057000279	7/28/2016 8:01:00	0
		7/28/2016 8:02:00	0.9057000279	7/28/2016 8:02:00	0
		7/28/2016 8:03:00	0.9057000279	7/28/2016 8:03:00	0
		7/28/2016 8:04:00	0.9057000279	7/28/2016 8:04:00	0
		7/28/2016 8:05:00	0.9057000279	7/28/2016 8:05:00	0
		7/28/2016 8:06:00	0.9057000279	7/28/2016 8:06:00	0
		7/28/2016 8:07:00	0.9057000279	7/28/2016 8:07:00	0
		7/28/2016 8:08:00	0.9057000279	7/28/2016 8:08:00	0
		7/28/2016 8:09:00	0.9057000279	7/28/2016 8:09:00	0
		7/28/2016 8:10:00	0.9057000279	7/28/2016 8:10:00	0
		7/28/2016 8:11:00	0.9057000279	7/28/2016 8:11:00	0
		7/28/2016 8:12:00	0.9057000279	7/28/2016 8:12:00	0
		7/28/2016 8:13:00	0.9057000279	7/28/2016 8:13:00	0
		7/28/2016 8:14:00	0.9057000279	7/28/2016 8:14:00	0
		7/28/2016 8:15:00	0.9057000279	7/28/2016 8:15:00	0
		7/28/2016 8:16:00	0.9057000279	7/28/2016 8:16:00	0
		7/28/2016 8:17:00	0.9057000279	7/28/2016 8:17:00	0
		7/28/2016 8:18:00	0.9057000279	7/28/2016 8:18:00	0
		7/28/2016 8:19:00	0.9057000279	7/28/2016 8:19:00	0
		7/28/2016 8:20:00	0.9057000279	7/28/2016 8:20:00	0
		7/28/2016 8:21:00	0.9057000279	7/28/2016 8:21:00	0
		7/28/2016 8:22:00	0.9057000279	7/28/2016 8:22:00	0
		7/28/2016 8:23:00	0.9057000279	7/28/2016 8:23:00	0
		7/28/2016 8:24:00	0.9057000279	7/28/2016 8:24:00	0
		7/28/2016 8:25:00	0.9057000279	7/28/2016 8:25:00	0
		7/28/2016 8:26:00	0.9057000279	7/28/2016 8:26:00	0
		7/28/2016 8:27:00	0.9057000279	7/28/2016 8:27:00	0
		7/28/2016 8:28:00	0.9057000279	7/28/2016 8:28:00	0
		7/28/2016 8:29:00	0.9057000279	7/28/2016 8:29:00	0
		7/28/2016 8:30:00	0.9057000279	7/28/2016 8:30:00	0
		7/28/2016 8:31:00	0.9057000279	7/28/2016 8:31:00	0
		7/28/2016 8:32:00	0.9057000279	7/28/2016 8:32:00	0
		7/28/2016 8:33:00	0.9057000279	7/28/2016 8:33:00	0
		7/28/2016 8:34:00	0.9057000279	7/28/2016 8:34:00	0
		7/28/2016 8:35:00	0.9057000279	7/28/2016 8:35:00	0
		7/28/2016 8:36:00	0.9057000279	7/28/2016 8:36:00	0
		7/28/2016 8:37:00	0.9057000279	7/28/2016 8:37:00	0
		7/28/2016 8:38:00	0.9057000279	7/28/2016 8:38:00	0
		7/28/2016 8:39:00	0.9057000279	7/28/2016 8:39:00	0
		7/28/2016 8:40:00	0.9057000279	7/28/2016 8:40:00	0
		7/28/2016 8:41:00	0.9057000279	7/28/2016 8:41:00	0
		7/28/2016 8:42:00	0.9057000279	7/28/2016 8:42:00	0
		7/28/2016 8:43:00	0.9057000279	7/28/2016 8:43:00	0
		7/28/2016 8:44:00	0.9057000279	7/28/2016 8:44:00	0
		7/28/2016 8:45:00	0.9057000279	7/28/2016 8:45:00	0
		7/28/2016 8:46:00	0.9057000279	7/28/2016 8:46:00	0
		7/28/2016 8:47:00	0.9057000279	7/28/2016 8:47:00	0
		7/28/2016 8:48:00	0.9057000279	7/28/2016 8:48:00	0
		7/28/2016 8:49:00	0.9057000279	7/28/2016 8:49:00	0
		7/28/2016 8:50:00	0.9057000279	7/28/2016 8:50:00	0
		7/28/2016 8:51:00	0.9057000279	7/28/2016 8:51:00	0
		7/28/2016 8:52:00	0.9057000279	7/28/2016 8:52:00	0
		7/28/2016 8:53:00	0.9057000279	7/28/2016 8:53:00	0
		7/28/2016 8:54:00	0.9057000279	7/28/2016 8:54:00	0
		7/28/2016 8:55:00	0.9057000279	7/28/2016 8:55:00	0
		7/28/2016 8:56:00	0.9057000279	7/28/2016 8:56:00	0
		7/28/2016 8:57:00	0.9057000279	7/28/2016 8:57:00	0
		7/28/2016 8:58:00	0.9057000279	7/28/2016 8:58:00	0
		7/28/2016 8:59:00	0.9057000279	7/28/2016 8:59:00	0
		7/28/2016 9:00:00	0.9057000279	7/28/2016 9:00:00	0
		7/28/2016 9:01:00	0.9057000279	7/28/2016 9:01:00	0
		7/28/2016 9:02:00	0.9057000279	7/28/2016 9:02:00	0
		7/28/2016 9:03:00	0.9057000279	7/28/2016 9:03:00	0
		7/28/2016 9:04:00	0.9057000279	7/28/2016 9:04:00	0
		7/28/2016 9:05:00	0.9057000279	7/28/2016 9:05:00	0
		7/28/2016 9:06:00	0.9057000279	7/28/2016 9:06:00	0
		7/28/2016 9:07:00	0.9057000279	7/28/2016 9:07:00	0
		7/28/2016 9:08:00	0.9057000279	7/28/2016 9:08:00	0
		7/28/2016 9:09:00	0.9057000279	7/28/2016 9:09:00	0
		7/28/2016 9:10:00	0.9057000279	7/28/2016 9:10:00	0
		7/28/2016 9:11:00	0.9057000279	7/28/2016 9:11:00	0
		7/28/2016 9:12:00	0.9057000279	7/28/2016 9:12:00	0
		7/28/2016 9:13:00	0.9057000279	7/28/2016 9:13:00	0
		7/28/2016 9:14:00	0.9057000279	7/28/2016 9:14:00	0
		7/28/2016 9:15:00	0.9057000279	7/28/2016 9:15:00	0
		7/28/2016 9:16:00	0.9057000279	7/28/2016 9:16:00	0
		7/28/2016 9:17:00	0.9057000279	7/28/2016 9:17:00	0
		7/28/2016 9:18:00	0.9057000279	7/28/2016 9:18:00	0
		7/28/2016 9:19:00	0.9057000279	7/28/2016 9:19:00	0
		7/28/2016 9:20:00	0.9057000279	7/28/2016 9:20:00	0
		7/28/2016 9:21:00	0.9057000279	7/28/2016 9:21:00	0
		7/28/2016 9:22:00	0.9057000279	7/28/2016 9:22:00	0
		7/28/2016 9:23:00	0.9057000279	7/28/2016 9:23:00	0
		7/28/2016 9:24:00	0.9057000279	7/28/2016 9:24:00	0
		7/28/2016 9:25:00	0.9057000279	7/28/2016 9:25:00	0
		7/28/2016 9:26:00	0.9057000279	7/28/2016 9:26:00	0
		7/28/2016 9:27:00	0.9057000279	7/28/2016 9:27:00	0
		7/28/2016 9:28:00	0.9057000279	7/28/2016 9:28:00	0
		7/28/2016 9:29:00	0.9057000279	7/28/2016 9:29:00	0
		7/28/2016 9:30:00	0.9057000279	7/28/2016 9:30:00	0
		7/28/2016 9:31:00	0.9057000279	7/28/2016 9:31:00	0
		7/28/2016 9:32:00	0.9057000279	7/28/2016 9:32:00	0
		7/28/2016 9:33:00	0.9057000279	7/28/2016 9:33:00	0
		7/28/2016 9:34:00	0.9057000279	7/28/2016 9:34:00	0
		7/28/2016 9:35:00	0.9057000279	7/28/2016 9:35:00	0
		7/28/2016 9:36:00	0.9057000279	7/28/2016 9:36:00	0
		7/28/2016 9:37:00	0.9057000279	7/28/2016 9:37:00	0
		7/28/2016 9:38:00	0.9057000279	7/28/2016 9:38:00	0
		7/28/2016 9:39:00	0.9057000279	7/28/2016 9:39:00	0
		7/28/2016 9:40:00	0.9057000279	7/28/2016 9:40:00	0
		7/28/2016 9:41:00	0.9057000279	7/28/2016 9:41:00	0
		7/28/2016 9:42:00	0.9057000279	7/28/2016 9:42:00	0
		7/28/2016 9:43:00	0.9057000279	7/28/2016 9:43:00	0
		7/28/2016 9:44:00	0.9057000279	7/28/2016 9:44:00	0
		7/28/2016 9:45:00	0.9057000279	7/28/2016 9:45:00	0
		7/28/2016 9:46:00	0.9057000279	7/28/2016 9:46:00	0
		7/28/2016 9:47:00	0.9057000279	7/28/2016 9:47:00	0
		7/28/2016 9:48:00	0.9057000279	7/28/2016 9:48:00	0
		7/28/2016 9:49:00	0.9057000279	7/28/2016 9:49:00	0
		7/28/2016 9:50:00	0.9057000279	7/28/2016 9:50:00	0
		7/28/2016 9:51:00	0.9057000279	7/28/2016 9:51:00	0
		7/28/2016 9:52:00	0.9057000279	7/28/2016 9:52:00	0
		7/28/2016 9:53:00	0.9057000279	7/28/2016 9:53:00	0
		7/28/2016 9:54:00	0.9057000279	7/28/2016 9:54:00	0
		7/28/2016 9:55:00	0.9057000279	7/28/2016 9:55:00	0
		7/28/2016 9:56:00	0.9057000279	7/28/2016 9:56:00	0
		7/28/2016 9:57:00	0.9057000279	7/28/2016 9:57:00	0
		7/28/2016 9:58:00	0.9057000279	7/28/2016 9:58:00	0
		7/28/2016 9:59:00	0.9057000279	7/28/2016 9:59:00	0
		7/28/2016 10:00:00	0.9057000279	7/28/2016 10:00:00	0
		7/28/2016 10:01:00	0.9057000279	7/28/2016 10:01:00	0
		7/28/2016 10:02:00	0.9057000279	7/28/2016 10:02:00	0
		7/28/2016 10:03:00	0.9057000279	7/28/2016 10:03:00	0
		7/28/2016 10:04:00	0.9057000279	7/28/2016 10:04:00	0
		7/28/2016 10:05:00	0.9057000279	7/28/2016 10:05:00	0
		7/28/2016 10:06:00	0.9057000279	7/28/2016 10:06:00	0
		7/28/2016 10:07:00	0.9057000279	7/28/2016 10:07:00	0
		7/28/2016 10:08:00	0.9057000279	7/28/2016 10:08:00	0
		7/28/2016 10:09:00	0.9057000279	7/28/2016 10:09:00	0
		7/28/2016 10:10:00	0.9057000279	7/28/2016 10:10:00	0
		7/28/2016 10:11:00	0.9057000279	7/28/2016 10:11:00	0
		7/28/2016 10:12:00	0.9057000279	7/28/2016 10:12:00	0
		7/28/2016 10:13:00	0.9057000279	7/28/2016 10:13:00	0
		7/28/2016 10:14:00	0.9057000279	7/28/2016 10:14:00	0
		7/28/2016 10:15:00	0.9057000279	7/28/2016 10:15:00	0
		7/28/2016 10:16:00	0.9057000279	7/28/2016 10:16:00	0
		7/28/2016 10:17:00	0.9057000279	7/28/2016 10:17:00	0
		7/28/2016 10:18:00	0.9057000279	7/28/2016 10:18:00	0
		7/28/2016 10:19:00	0.9057000279	7/28/2016 10:19:00	0
		7/28/2016 10:20:00	0.9057000279	7/28/2016 10:20:00	0
		7/28/2016 10:21:00	0.9057000279	7/28/2016 10:21:00	0
		7/28/2016 10:22:00	0.9057000279	7/28/2016 10:22:00	0
		7/28/2016 10:23:00	0.9057000279	7/28/2016 10:23:00	0
		7/28/2016 10:24:00	0.9057000279	7/28/2016 10:24:00	0
		7/28/2016 10:25:00	0.9057000279	7/28/2016 10:25:00	0
		7/28/2016 10:26:00	0.9057000279	7/28/2016 10:26:00	0
		7/28/2016 10:27:00	0.9057000279	7/28/2016 10:27:00	0
		7/28/2016 10:28:00	0.9057000279	7/28/2016 10:28:00	0
		7/28/2016 10:29:00	0.9057000279	7/28/2016 10:29:00	0
		7/28/2016 10:30:00	0.9057000279	7/28/2016 10:30:00	0
		7/28/2016 10:31:00	0.9057000279	7/28/2016 10:31:00	0
		7/28/2016 10:32:00	0.9057000279	7/28/2016 10:32:00	0
		7/28/2016 10:33:00	0.9057000279	7/28/2016 10:33:00	0
		7/28/2016 10:34:00	0.9057000279	7/28/2016 10:34:00	0
		7/28/2016 10:35:00	0.9057000279	7/28/2016 10:35:00	0
		7/28/2016 10:36:00	0.9057000279	7/28/2016 10:36:00	0
		7/28/2016 10:37:00	0.9057000279	7/28/2016 10:37:00	0
		7/28/2016 10:38:00	0.9057000279	7/28/2016 10:38:00	0
		7/28/2016 10:39:00	0.9057000279	7/28/2016 10:39:00	0
		7/28/2016 10:40:00	0.9057000279	7/28/2016 10:40:00	0
		7/28/2016 10:41:00	0.9057000279	7/28/2016 10:41:00	0
		7/28/2016 10:42:00	0.9057000279	7/28/2016 10:42:00	0
		7/28/2016 10:43:00	0.9057000279	7/28/2016 10:43:00	0
		7/28/2016 10:44:00	0.9057000279	7/28/2016 10:44:00	0
		7/28/2016 10:45:00	0.9057000279	7/28/2016 10:45:00	0
		7/28/2016 10:46:00	0.9057000279	7/28/2016 10:46:00	0
		7/28/2016 10:47:00	0.9057000279	7/28/2016 10:47:00	0
		7/28/2016 10:48:00	0.9057000279	7/28/2016 10:48:00	0
		7/28/2016 10:49:00	0.9057000279	7/28/2016 10:49:00	0
		7/28/2016 10:50:00	0.9057000279	7/28/2016 10:50:00	0
		7/28/2016 10:51:00	0.9057000279	7/28/2016 10:51:00	0
		7/28/2016 10:52:00	0.9057000279	7/28/2016 10:52:00	0
		7/28/2016 10:53:00	0.9057000279	7/28/2016 10:53:00	0
		7/28/2016 10:54:00	0.9057000279	7/28/2016 10:54:00	0
		7/28/2016 10:55:00	0.9057000279	7/28/2016 10:55:00	0
		7/28/2016 10:56:00	0.9057000279	7/28/2016 10:56:00	0
		7/28/2016 10:57:00	0.9057000279	7/28/2016 10:57:00	0
		7/28/2016 10:58:00	0.9057000279	7/28/2016 10:58:00	0
		7/28/2016 10:59:00	0.9057000279	7/28/2016 10:59:00	0
		7/28/2016 11:00:00	0.9057000279	7/28/2016 11:00:00	0
		7/28/2016 11:01:00	0.9057000279	7/28/2016 11:01:00	0
		7/28/2016 11:02:00	0.9057000279	7/28/2016 11:02:00	0
		7/28/2016 11:03:00	0.9057000279	7/28/2016 11:03:00	0
		7/28/2016 11:04:00	0.9057000279	7/28/2016 11:04:00	0
		7/28/2016 11:05:00	0.9057000279	7/28/2016 11:05:00	0
		7/28/2016 11:06:00	0.9057000279	7/28/2016 11:06:00	0
		7/28/2016 11:07:00	0.9057000279	7/28/2016 11:07:00	0
		7/28/2016 11:08:00	0.9057000279	7/28/2016 11:08:00	0
		7/28/2016 11:09:00	0.9057000279	7/28/2016 11:09:00	0
		7/28/2016 11:10:00	0.9057000279	7/28/2016 11:10:00	0
		7/28/2016 11:11:00	0.9057000279	7/28/2016 11:11:00	0
		7/28/2016 11:12:00	0.9057000279	7/28/2016 11:12:00	0
		7/28/2016 11:13:00	0.9057000279	7/28/2016 11:13:00	0
		7/28/2016 11:14:00	0.9057000279	7/28/2016 11:14:00	0
		7/28/2016 11:15:00	0.9057000279	7/28/2016 11:15:00	0
		7/28/2016 11:16:00	0.9057000279	7/28/2016 11:16:00	0
		7/28/2016 11:17:00	0.9057000279	7/28/2016 11:17:00	0
		7/28/2016 11:18:00	0.9057000279	7/28/2016 11:18:00	0
		7/28/2016 11:19:00	0.9057000279	7/28/2016 11:19:00	0
		7/28/2016 11:20:00	0.9057000279	7/28/2016 11:20:00	0
		7/28/2016 11:21:00	0.9057000279	7/28/2016 11:21:00	0
		7/28/2016 11:22:00	0.9057000279	7/28/2016 11:22:00	0
		7/28/2016 11:23:00	0.9057000279	7/28/2016 11:23:00	0
		7/28/2016 11:24:00	0.9057000279	7/28/2016 11:24:00	0
		7/28/2016 11:25:00	0.9057000279	7/28/2016 11:25:00	0
		7/28/2016 11:26:00	0.9057000279	7/28/2016 11:26:00	0
		7/28/2016 11:27:00	0.9057000279	7/28/2016 11:27:00	0
		7/28/2016 11:28:00	0.9057000279	7/28/2016 11:28:00	0
		7/28/2016 11:29:00	0.9057000279	7/28/2016 11:29:00	0
		7/28/2016 11:30:00	0.9057000279	7/28/2016 11:30:00	0
		7/28/2016 11:31:00	0.9057000279	7/28/2016 11:31:00	0
		7/28/2016 11:32:00	0.9057000279	7/28/2016 11:32:00	0
		7/28/2016 11:33:00	0.9057000279	7/28/2016 11:33:00	0
		7/28/2016 11:34:00	0.9057000279	7/28/2016 11:34:00	0
		7/28/2016 11:35:00	0.9057000279	7/28/2016 11:35:00	0
		7/28/2016 11:36:00	0.9057000279	7/28/2016 11:36:00	0
		7/28/2016 11:37:00	0.9057000279	7/28/2016 11:37:00	0
		7/28/2016 11:38:00	0.9057000279	7/28/2016 11:38:00	0
		7/28/2016 11:39:00	0.9057000279	7/28/2016 11:39:00	0
		7/28/2016 11:40:00	0.9057000279	7/28/2016 11:40:00	0
		7/28/2016 11:41:00	0.9057000279	7/28/2016 11:41:00	0
		7/28/2016 11:42:00	0.9057000279	7/28/2016 11:42:00	0
		7/28/2016 11:43:00	0.9057000279	7/28/2016 11:43:00	0
		7/28/2016 11:44:00	0.9057000279	7/28/2016 11:44:00	0
		7/28/2016 11:45:00	0.9057000279	7/28/2016 11:45:00	0
		7/28/2016 11:46:00	0.9057000279	7/28/2016 11:46:00	0
		7/28/2016 11:47:00	0.9057000279	7/28/2016 11:47:00	0
		7/28/2016 11:48:00	0.9057000279	7/28/2016 11:48:00	0
		7/28/2016 11:49:00	0.9057000279	7/28/2016 11:49:00	0
		7/28/2016 11:50:00	0.9057000279	7/28/2016 11:50:00	0
		7/28/2016 11:51:00	0.9057000279	7/28/2016 11:51:00	0
		7/28/2016 11:52:00	0.9057000279	7/28/2016 11:52:00	0
		7/28/2016 11:53:00	0.9057000279	7/28/2016 11:53:00	0
		7/28/2016 11:54:00	0.9057000279	7/28/2016 11:54:00	0
		7/28/2016 11:55:00	0.9057000279	7/28/2016 11:55:00	0
		7/28/2016 11:56:00	0.9057000279	7/28/2016 11:56:00	0
		7/28/2016 11:57:00	0.9057000279	7/28/2016 11:57:00	0
		7/28/2016 11:58:00	0.9057000279	7/28/2016 11:58:00	0
		7/28/2016 11:59:00	0.9057000279	7/28/2016 11:59:00	0
		7/28/2016 12:00:00	0.9057000279	7/28/2016 12:00:00	0
		7/28/2016 12:01:00	0.9057000279	7/28/2016 12:01:00	0
		7/28/2016 12:02:00	0.9057000279	7/28/2016 12:02:00	0
		7/28/2016 12:03:00	0.9057000279	7/28/2016 12:03:00	0
		7/28/2016 12:04:00	0.9057000279	7/28/2016 12:04:00	0
		7/28/2016 12:05:00	0.9057000279	7/28/2016 12:05:00	0
		7/28/2016 12:06:00	0.9057000279	7/28/2016 12:06:00	0
		7/28/2016 12:07:00	0.9057000279	7/28/2016 12:07:00	0
		7/28/2016 12:08:00	0.9057000279	7/28/2016 12:08:00	0
		7/28/2016 12:09:00	0.9057000279	7/28/2016 12:09:00	0
		7/28/2016 12:10:00	0.9057000279	7/28/2016 12:10:00	0
		7/28/2016 12:11:00	0.9057000279	7/28/2016 12:11:00	0
		7/28/2016 12:12:00	0.9057000279	7/28/2016 12:12:00	0
		7/28/2016 12:13:00	0.9057000279	7/28/2016 12:13:00	0
		7/28/2016 12:14:00	0.9057000279	7/28/2016 12:14:00	0
		7/28/2016 12:15:00	0.9057000279	7/28/2016 12:15:00	0
		7/28/2016 12:16:00	0.9057000279	7/28/2016 12:16:00	0
		7/28/2016 12:17:00	0.9057000279	7/28/2016 12:17:00	0
		7/28/2016 12:18:00	0.9057000279	7/28/2016 12:18:00	0
		7/28/2016 12:19:00	0.9057000279	7/28/2016 12:19:00	0
		7/28/2016 12:20:00	0.9057000279	7/28/2016 12:20:00	0
		7/28/2016 12:21:00	0.9057000279	7/28/2016 12:21:00	0
		7/28/2016 12:22:00	0.9057000279	7/28/2016 12:22:00	0
		7/28/2016 12:23:00	0.9057000279	7/28/2016 12:23:00	0
		7/28/2016 12:24:00	0.9057000279	7/28/2016 12:24:00	0
		7/28/2016 12:25:00	0.9057000279	7/28/2016 12:25:00	0
		7/28/2016 12:26:00	0.9057000279	7/28/2016 12:26:00	0
		7/28/2016 12:27:00	0.9057000279	7/28/2016 12:27:00	0
		7/28/2016 12:28:00	0.9057000279	7/28/2016 12:28:00	0
		7/28/2016 12:29:00	0.9057000279	7/28/2016 12:29:00	0
		7/28/2016 12:30:00	0.9057000279	7/28/2016 12:30:00	0
		7/28/2016 12:31:00	0.9057000279	7/28/2016 12:31:00	0
		7/28/2016 12:32:00	0.9057000279	7/28/2016 12:32:00	0
		7/28/2016 12:33:00	0.9057000279	7/28/2016 12:33:00	0
		7/28/2016 12:34:00	0.9057000279	7/28/2016 12:34:00	0
