201607280532	69.0
201607280534	64.0
201607280537	180.0
201607280539	186.0
201607280541	182.0
201607280543	177.0
201607280545	173.0
201607280547	173.0
201607280549	176.0
201607280551	176.0
201607280553	178.0
201607280555	179.0
201607280557	177.0
201607280559	171.0
201607280601	166.0
201607280603	176.0
201607280605	191.0
201607280607	170.0
201607280609	169.0
201607280611	185.0
201607280613	183.0
201607280615	180.0
201607280617	179.0
201607280619	177.0
201607280622	90.0
201607280624	99.0
201607280626	94.0
201607280628	92.0
201607280630	92.0
