1465582105000|0|79|0|0|0|0|28|0|1|0|15|0|0|0|0|0|0
1465582108000|0|81|0|0|0|0|28|0|1|0|15|0|0|0|0|0|0
1465582111000|68|87|0|0|0|0|28|0|1|0|15|0|0|0|0|0|0
1465582114000|69|76|0|0|0|0|28|0|1|0|15|0|0|0|0|0|0
1465582117000|69|69|10|0|1|0|28|0|1|0|15|0|69|0|0|0|0
1465582120000|69|64|10|0|1|0|28|0|1|0|15|2|69|0|0|0|0
1465582123000|69|59|10|0|1|0|28|0|1|0|15|4|69|0|0|0|0
1465582126000|69|55|10|0|1|25|28|0|1|0|15|6|69|0|0|0|0
1465582129000|71|52|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582132000|72|52|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582135000|74|80|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582138000|76|91|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582141000|70|97|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582144000|67|98|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582147000|68|96|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582150000|69|95|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582153000|70|97|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582156000|70|93|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582159000|73|85|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582162000|72|76|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582165000|69|84|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582168000|69|93|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582171000|72|96|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582174000|73|78|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582177000|73|71|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582180000|74|75|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582183000|71|79|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582186000|70|85|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582189000|72|76|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582192000|75|56|10|0|0|0|28|0|1|0|15|6|69|0|0|0|0
1465582195000|77|46|10|0|0|0|28|0|1|1|15|6|69|0|0|0|0
