"","State","mean","sd"
"1","sit",5.73548133402324,14.7734293937896
"2","walk",-0.442785767690284,15.9760657512588
"3","run",5.18902261869359,24.6121595067858
"4","bike",7.78513635147845,18.1546748226968
"5","max",15.6229307191475,35.9671881405616
