"","State","mean","sd"
"1","sit",0.0357083438839947,0.0932963951658488
"2","walk",-0.0132033015836986,0.154547895854018
"3","run",0.0303142611369617,0.141634236097951
"4","bike",0.0474369494201334,0.112881505221687
"5","max",0.085196487317301,0.193367145328163
