"","State","mean","sd"
"1","sit",5.28988900754242,5.72949676355138
"2","walk",2.30195820790303,2.18780011706066
"3","run",0.431986137061538,6.22996999005286
"4","bike",5.88935703449231,5.01410678646771
"5","max",0.0649581440290323,10.4294069928755
