1278.7098301764	0.724238729	6.0
1421.4775676252	0.7715820886	6.8
1924.5950296921	0.7524939474	9.1
1647.4228445718	0.7649106705	7.8
1567.5579427826	0.7627816909	7.4
1712.6099709749	0.7610007503	8.1
1671.0340131179	0.7872109523	8.0
1284.9179974662	0.7423718494	6.1
2082.8665118093	0.7442741703	9.8
1869.4090753256	0.7591338534	8.9
2055.2762571557	0.8624859226	10.0
1920.5995670834	0.8196435549	9.3
2023.576108734	0.8228921714	9.8
1947.8835801326	0.825343648	9.4
2280.6595450845	0.7984807752	10.9
2322.3361051274	0.8168312634	11.2
2255.1214275186	0.8456094542	11.0
2108.7752612382	0.8647388939	10.3
2069.5728303298	0.8672118921	10.1
2193.9581014531	0.8607835027	10.7
1871.8292884816	0.8700912583	9.1
2067.1920145546	0.850764489	10.1
2388.9931956974	0.8649131299	11.6
2507.7144847465	0.86099669	12.2
2484.4686837777	0.8980477575	12.2
2369.292163055	0.9042574368	11.7
2031.0202094874	0.9488906267	10.1
2368.3578173081	0.9428270319	11.8
2360.0037822273	0.9542448273	11.8
2294.7799325991	0.9746220718	11.5
2469.5763413091	0.9386077509	12.3
2433.0400730611	0.9634710699	12.2
2068.0139450583	0.9521947407	10.3
2409.0098131325	0.978006206	12.1
2399.2146789708	1.0031089056	12.1
2307.3162077415	1.0230550248	11.6
2490.1995648075	1.0320073181	12.6
2131.3516922513	1.0467049414	10.8
2286.5544492213	1.0088492369	11.5
2454.6565400258	1.0160754782	12.4
2142.4648085885	1.0538997715	10.8
2303.5049614497	1.0125322706	11.6
2558.4505281743	1.0005758713	12.9
2276.2895092451	1.0028441787	11.5
2427.6714346283	0.9770815185	12.2
2509.4158243625	1.0001761034	12.7
2402.6062695219	1.0193327569	12.1
2183.6256665622	1.0474931293	11.0
2248.9219702902	0.964173658	11.2
2654.0941081368	0.9897741186	13.4
2584.9862239325	1.0163929767	13.0
2717.1092769418	1.0296153879	13.7
2401.8039607278	1.0436193884	12.1
2474.8832740959	1.0577674355	12.5
2386.469859612	1.0605187462	12.0
2068.8347680254	1.049209414	10.4
2137.8983573429	1.0010596235	10.8
2404.4164223498	0.978052088	12.1
2294.3212122489	0.9674303323	11.5
2393.3246482708	0.9772556593	12.0
2472.4292605986	0.9813284152	12.4
2452.1934421813	0.9872563293	12.3
2518.5411383542	1.0239168683	12.7
2157.8425658102	1.0352082988	10.9
2439.9386955928	1.0018881919	12.3
2451.7331154933	1.0088985675	12.4
2415.2603342996	1.0221949699	12.2
2447.6965000668	1.0215583511	12.4
2569.9985996435	1.0473751843	13.0
2200.8918049447	1.0358656331	11.1
2328.7651015546	1.0048627129	11.8
2459.68488708	1.009925186	12.4
